pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS,0.126843657817109,0.268978937975078,-0.259464388728757,-1.18923792495237,42,92,WNT2B|GNB1|PTCH1|FZD8|GNG12|FZD7|GNAS|GNG11|FZD3|WNT2|FZD4|ADCYAP1R1|CD55|FZD10|WNT7B|GNG2|FZD1|GNG7|RAMP2
REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS,0.741687979539642,0.837334198385237,-0.231912599052844,-0.820506228322181,289,31,GABBR1|GABBR2|TAS2R10|TAS2R4|TAS2R14|GRM6|TAS2R19|TAS2R16|TAS2R39|TAS2R7|TAS1R1|TAS2R40|TAS2R8|GPRC6A|TAS2R50|GRM3|GRM7|TAS2R9|GRM2|TAS2R41|TAS2R1|TAS2R13|TAS2R3|GRM4|TAS2R5|GRM1|GRM5|GRM8|CASR|TAS1R2|TAS2R38
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,0.00124069478908189,0.0121181297256976,0.420143761338716,2.02632012775581,0,371,S100A9|PSME2|CDC20|MYD88|UBE2C|UBE2F|FBXO9|UBE2N|PSMB2|PSMB8|PSMA3|PSMB5|PSMA5|PSMD12|PSMB3|UBE2L6|PSME1|PSMA6|PSMC4|HERC6|S100A8|UBE2L3|PSMB10|TAP1|PSMD2|DTX3L|UBE2D3|SAR1B|PSMA2|UBE2G1|PSMB6|TRIM69|TRIP12|PSMD11|UBE2H|SEC61G|PSMC3|PSMA7|RBX1|LRR1|PSMD6|PSMA4|SEC61B|UBA6|ELOC|ELOB|SEC61A1|SOCS3|FBXO6|PSMD1|HLA-E|UBE2S|UBE3C|UBE2A|RBBP6|FCGR1A|FBXW11|CCNF|TAP2|PSMB9|PSMD14|FBXO22|PSMB1|FBXL19|HSPA5|PSMD13|PSMD8|BTRC|UBE2J1|FBXL20|SEM1|UBE2M|PSMC5|UBE2K|ANAPC7|UBA5|CTSL|UBE2D1|ADRM1|IKBKG|HLA-G|FCGR1BP|TLR2|TAPBP|PSMC6|UBE2D2|RNF7|FBXW5|PSMC1|PSMA1|CD36|SKP2|SEC24A|BCAP31|PSMC2|CTSS|RNF213|ANAPC11|FBXW9|ASB7|ITCH|FBXO10|SOCS1|KBTBD8|NCF2|TRAF7|ATG7|ANAPC1|SEC13|GLMN|NPEPPS|TRIM21|UBE2J2|LMO7|RNF126|ERAP1|HLA-B|LY96|CYBA|RPS27A|VAMP3|KEAP1|PSMD7|HLA-C|SIAH2|ARIH2|UBE2V2|SEC24C|PSMB7|VAMP8|CANX|UBE3D|UBE2E1|MIB2|HECTD1|CYBB|HLA-F|SMURF1|HERC5|UBE2V1|ZNRF2|FBXW2|THOP1|FBXO41|FBXL18|RNF138|CUL1|PSMD3|KLHL42|IKBKB|CDC27|UBE3B|CDC26|FZR1|CDC34|HERC4|PDIA3|UBE2Z|TRIM11|ASB6|FBXO4|STX4|TPP2|RNF123|KLHL5|CHUK|UBA7
REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT,0.377358490566038,0.555780689464041,-0.324171490415075,-1.03673277384563,159,20,ALDH3A2|ATAD1|PXMP4|PEX19|SLC25A17|PEX2|PEX12
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS,0.0328571428571429,0.100758515493777,0.317701399434892,1.36958687463714,22,144,WNT5A|AP2S1|COPS3|ARPC3|ARPC1A|RAB5A|CD3D|TGFA|LDLR|CLTA|IL7R|STAM|ARPC2|ACTR3|AGFG1|HBEGF|COPS5|M6PR|AREG|ARPC4|UBQLN1|EREG|STAM2|CD3G|GRB2|ITSN2|ACTR2|HSPA8|COPS2|WASL|VAMP7|GPS1|TOR1A|RPS27A|SYNJ2|VAMP3|GAPVD1|ARPC5|TFRC|AP2M1|ARF6|VAMP8|DNM2|PICALM|STON2|COPS6|EPN1|GRK2|SH3GL3|LDLRAP1|ARRB1
REACTOME_CLEC7A_DECTIN_1_INDUCES_NFAT_ACTIVATION,0.0956521739130435,0.222855847174197,-0.530354039052127,-1.41728675291515,43,11,ITPR3|ITPR2|PPP3CB|NFATC1|NFATC2|ITPR1|NFATC3|PPP3R1
REACTOME_CLEC7A_DECTIN_1_SIGNALING,0.00146627565982405,0.0121181297256976,0.63652961316762,2.57197485542395,0,87,CLEC7A|PYCARD|UBE2N|PSMB2|PSMA3|PSMB5|PSMA5|PSMD12|PSMB3|PSMA6|PSMC4|PSMD2|MALT1|PSMA2|PSMB6|PSMD11|PSMC3|CCL22|PSMA7|PSMD6|PSMA4|PSMD1|FBXW11|SYK|RELB|PSMD14|PSMB1|NFKB1|IL1B|PSMD13|CALM1|PSMD8|BTRC|SEM1|UBE2M|PSMC5|PLCG2|UBE2D1|ADRM1|IKBKG|PSMC6|UBE2D2|PSMC1|PSMA1|PSMC2|CASP8|RPS27A|PSMD7|CARD11|PSMB7|TAB3|UBE2V1|CUL1|CARD9|PSMD3|IKBKB
REACTOME_CLEC7A_INFLAMMASOME_PATHWAY,0.00373831775700935,0.0196849526327385,0.866470212030827,1.82632381436434,1,6,PYCARD|MALT1|NFKB1|IL1B|CASP8
REACTOME_CO_INHIBITION_BY_BTLA,0.0730337078651685,0.183276881934099,0.738026491862066,1.46832422063581,38,5,GRB2|BTLA|PTPN11
REACTOME_CO_INHIBITION_BY_CTLA4,0.176573426573427,0.335320630485349,0.428331693146639,1.2675186605415,100,21,CTLA4|LCK|LYN|PPP2CA|CD80|PPP2R1B|YES1|CD86|PPP2R5B|PPP2R1A|PTPN11
REACTOME_CO_INHIBITION_BY_PD_1,0.0034965034965035,0.0188200353863004,0.587974236491905,1.73993269374067,1,21,CD274|LCK|CD3D|CSK|CD247|CD3G|HLA-DPA1|PTPN11|HLA-DRA|HLA-DQA1|CD3E
REACTOME_CO_STIMULATION_BY_CD28,0.209702660406886,0.378523893077884,0.324843722284049,1.1773089452566,133,48,CTLA4|LCK|LYN|PPP2CA|MAPKAP1|CD80|PIK3R2|CD28|GRB2|PPP2R1B|PIK3CD|YES1|CD86|PPP2R5B|GRAP2|PPP2R1A|MLST8|MAP3K8|PIK3R5|RAC1|VAV1|CDC42
REACTOME_CO_STIMULATION_BY_ICOS,0.79520295202952,0.868816569710255,0.291775186799355,0.733564798317132,430,11,ICOS|PIK3R2|PIK3CD|PIK3R5
REACTOME_COBALAMIN_CBL_METABOLISM,0.609170305676856,0.746118804828336,-0.396824544442655,-0.890969865280451,278,7,MMUT|MTR|MMAA
REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM,0.158450704225352,0.310132977492557,0.427743793470607,1.28261674792368,89,22,TCN1|PRSS3|ABCC1|MTRR|MMADHC|LDLRAP1|MMAB
REACTOME_COENZYME_A_BIOSYNTHESIS,0.508733624454148,0.669598055443325,-0.430805019807035,-0.967264489646718,232,7,DCAKD|PANK3
REACTOME_COHESIN_LOADING_ONTO_CHROMATIN,0.0553097345132743,0.149302863406679,-0.582746937008281,-1.49024026809125,24,10,NIPBL|STAG1|PDS5B|WAPL|STAG2
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,0.161016949152542,0.313842974362745,-0.276391395862369,-1.18251740226694,56,67,CRTAP|COL21A1|P4HA1|COL1A2|COL6A2|COL8A2|COL3A1|COL12A1|COL28A1|P3H3|COL16A1|PCOLCE2|P4HA2|COL17A1|COL4A5|COL6A1|COL5A3|COL7A1|PLOD3|COL18A1|COL8A1|COL5A1|COLGALT2|PCOLCE|COL23A1|P3H1|COL11A1|ADAMTS2|COL15A1|TLL1|PLOD1|SERPINH1|ADAMTS3|COL24A1
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION,0.144385026737968,0.293480626689303,-0.322223431604145,-1.23544411290261,53,44,COL21A1|COL1A2|COL6A2|COL8A2|COL3A1|COL12A1|COL28A1|COL16A1|COL17A1|COL4A5|COL6A1|COL5A3|COL7A1|COL18A1|COL8A1|COL5A1
REACTOME_COLLAGEN_DEGRADATION,0.307448494453249,0.488364852967072,0.28566719377579,1.08041195999402,193,64,MMP9|PRSS2|CTSB|MMP12|ADAM10|ADAM17|CTSD|CTSL|ADAM9|FURIN|MMP1|COL4A1|TMPRSS6|COL6A5|MMP11|COL26A1|COL6A6|COL1A1|COL9A2|COL4A4|COL25A1|COL11A2|MMP10|MMP3|COL9A3
REACTOME_COLLAGEN_FORMATION,0.148036253776435,0.297399761519836,-0.258010088656165,-1.17209868759038,48,90,CRTAP|DST|COL21A1|LOXL4|P4HA1|LAMC2|COL1A2|COL6A2|COL8A2|COL3A1|LAMA3|COL12A1|CD151|LOX|COL28A1|P3H3|COL16A1|CTSV|PCOLCE2|P4HA2|COL17A1|COL4A5|COL6A1|PLEC|LOXL1|COL5A3|COL7A1|PLOD3|COL18A1
REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION,0.86443661971831,0.916764533790279,0.236766424445786,0.709959059548667,490,22,THBD|CD177|PROC|PRTN3|F2|FGB|PROCR
REACTOME_COMPLEMENT_CASCADE,1,1,0.136536404978106,0.529608808700014,655,70,CFB|FCN1|C1QB|C2|C1S|FCN3|CR1|C1QC|C3AR1|F2|C1R|C5AR2|FCN2|CRP|IGHG1|C1QA|C4BPA|MASP2|IGHV1-69|COLEC11|C4A|C8B|C9|C5AR1|GZMM|CR2|C8G
REACTOME_COMPLEX_I_BIOGENESIS,0.00156985871271586,0.0121181297256976,0.665829493793203,2.51643584961519,0,61,NDUFA7|NDUFS6|NDUFA13|NDUFA11|NDUFB10|NDUFA9|NDUFB8|NDUFAF2|TMEM126A|NDUFB4|NDUFS8|TIMMDC1|NDUFB2|NDUFB9|NDUFA6|NDUFAF6|NDUFS3|NDUFS7|NDUFAB1|NDUFAF4|NDUFV2|NDUFB6|NDUFB3|NDUFA1|NDUFB7|HSPA9|NDUFC1|SFXN4|COA1|NDUFA8|NDUFA3|NDUFAF8|NDUFA2|FOXRED1|NDUFA12|DMAC2|NDUFAF1|NDUFB11|NDUFV1|NDUFB1|NDUFS1|NDUFV3|NDUFS2
REACTOME_COMPLEX_III_ASSEMBLY,0.0116666666666667,0.0461246312684366,0.528798192192691,1.63891192677883,6,24,UQCRQ|UQCRH|CYC1|UQCRFS1|UQCR11|UQCR10|UQCC2|HSPA9|UQCC3|UQCC1|UQCRC2|LETM1|LYRM4|UQCRC1|UQCC5
REACTOME_COMPLEX_IV_ASSEMBLY,0.00157977883096367,0.0121181297256976,0.55170990441889,1.97271655375365,0,45,RAB5IF|HIGD1A|SCO2|COX6B1|TACO1|COX7B|COX8A|COX6A1|COX5A|COX20|PET100|SCO1|TMEM177|COA3|COX5B|COA1|NDUFA4|COX16|COX17|TIMM21
REACTOME_CONDENSATION_OF_PROMETAPHASE_CHROMOSOMES,0.0018450184501845,0.012256683905129,0.798755290728795,2.00818572057377,0,11,CCNB1|CDK1|CCNB2|NCAPG|NCAPH|SMC4|SMC2|CSNK2A1
REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES,0.00158478605388273,0.0121181297256976,0.481534264058022,1.82119399556792,0,64,CCNB1|CDK1|H2AZ2|H2AX|H2AJ|SMC4|KMT5A|H4C12|NCAPG2|PLK1|SMC2|H3C10|H4C11|H2AC18|H2BC9|H2AC14|H2AC4|RB1|H4C9|H2AC7|H3C8|H4C2|H3C2|NCAPH2|H3C7|H2BC12L|H2BC10|H3C3|H2BC13|H4C3|PHF8|H4C4|H2BC6|H2BC14|H2BC11
REACTOME_CONJUGATION_OF_BENZOATE_WITH_GLYCINE,0.694444444444445,0.810034087612417,-0.390624268252705,-0.809355546734578,324,5,GLYAT|GLYATL1|ACSM2B|ACSM1|GLYATL2
REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER,0.122388059701493,0.262239163892766,-0.262950764027131,-1.17145269146348,40,85,BTC|PIK3R1|IRS2|KIT|PDGFRA|GAB2|EGFR|PIK3CA|IRS1|ESR1|FYN|FGFR1|PDGFA|EGF|NRG2|NTF3|FGFR2|ERBB4|MET|FGF1|NTRK2|NTRK3|NTF4|FGF9|KLB|FGF2|PIK3CB|NRG3
REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER,0.0977443609022556,0.225670766062443,-0.40497741384548,-1.36187757390611,38,26,FOXO1|GSK3B|AKT2|RICTOR|PRR5|CREB1|AKT3|CDKN1B|FOXO6|FOXO3
REACTOME_CONSTITUTIVE_SIGNALING_BY_EGFRVIII,0.731034482758621,0.835450846607,-0.277045260625091,-0.810587082136571,317,15,PIK3R1|EGFR|PIK3CA
REACTOME_CONSTITUTIVE_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_CANCER_VARIANTS,0.76643598615917,0.849114139656811,0.265602365760737,0.774579881449042,442,19,SHC1|HRAS|GRB2|CDC37|RPS27A|UBA52|CBL|GAB1|PLCG1|NRAS
REACTOME_CONSTITUTIVE_SIGNALING_BY_OVEREXPRESSED_ERBB2,0.243542435424354,0.416868134198583,0.484811669561785,1.21888628880716,131,11,SHC1|HRAS|GRB2|CDC37|ERBB2|NRAS
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE,0.0501730103806228,0.138149721957123,0.500716089665102,1.47661066618618,28,20,CDC20|UBE2C|UBE2S|ANAPC7|UBE2D1|ANAPC11|ANAPC1|UBE2E1|CDC27|CDC26|FZR1|CDC23
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING,0.106907894736842,0.240913503019845,0.390883319909747,1.33716680172355,64,37,GNA15|CCT5|GNG5|CCT2|CCT3|CCT7|CCT6A|CSNK2A1|CCT8|GNB5|TCP1|PDCL|CSNK2B|GNGT2|RGS11|RGS7|GNB2
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING,0.00324149108589951,0.0178811757348343,0.569006173694538,1.89309093264192,1,32,TUBB6|CCT5|CCT2|CCT3|CCT7|TUBB2A|CCT6A|TUBB3|TUBA1C|PFDN6|PFDN4|CCT8|TCP1|VBP1|TUBA4A|TUBA3C|TUBA3D|TUBA8
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,0.00151975683890578,0.0121181297256976,0.453839281839438,1.8419109300293,0,96,ARF3|TUBB6|KIF20A|KIF2C|KIF18B|KIF4A|KIF2A|SURF4|NAPG|KIF11|CENPE|COPB2|TMED10|TMED9|COPE|RACGAP1|TUBB2A|RAB1A|KIF23|NAPA|TUBB3|KIFC1|KIF15|TUBA1C|KIF22|COPZ1|KIF18A|KIF20B|NSF|KDELR2|TMED2|ARF4|KLC1|ARF1|KIF21B|TUBA4A|COPA|KIF5B|TUBA3C|TUBA3D
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,0.0376766091051805,0.111102476024683,0.397329225005587,1.45617978784264,23,50,TUBB6|DCTN5|PAFAH1B1|RAB18|ACTR1A|PAFAH1B3|TUBB2A|DYNLL1|TUBB3|TUBA1C|CAPZA1|PAFAH1B2|DYNLL2|RAB6A|DCTN2|TUBA4A|TUBA3C|TUBA3D|DCTN3|DCTN6|TUBA8
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT,0.075642965204236,0.187221577312978,0.320779047488104,1.30971457131599,49,99,ARF3|TUBB6|YKT6|DCTN5|NAPG|ACTR1A|COPB2|TMED10|TMED9|COPE|TUBB2A|RAB1A|NAPA|GOSR2|DYNLL1|TUBB3|TUBA1C|CAPZA1|COPZ1|COG4|COG3|NSF|KDELR2|TMED2|ARF4|ARF1|DYNLL2|DCTN2|TUBA4A|COPA|TUBA3C|TUBA3D|DCTN3|DCTN6|TUBA8|SPTBN4|ARF5|TMED7|ANK1|TUBB4B
REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT,0.00611620795107034,0.0285369807012081,0.414412813545372,1.60218019433262,3,69,YKT6|CTSC|SAR1B|NAPG|TGFA|SERPINA1|LMAN2|TMED10|TFG|TRAPPC2L|TRAPPC3|RAB1A|MCFD2|NAPA|TRAPPC5|GOSR2|CNIH1|AREG|SEC24A|PPP6R1|SEC13|NSF|TMED2|PREB|SEC24C|TRAPPC1|SEC23IP|TBC1D20
REACTOME_CREATINE_METABOLISM,0.646017699115044,0.772713271966924,-0.338815556962277,-0.866442282876858,291,10,GATM|CKB|GAMT|CKMT2
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,0.0280528052805281,0.0903249784437903,0.477160591272472,1.53105528060243,16,28,FCN1|C1QB|C1S|FCN3|C1QC|C1R|FCN2|CRP|IGHG1|C1QA|MASP2|IGHV1-69|COLEC11
REACTOME_CREB_PHOSPHORYLATION,0.700873362445415,0.813489919171737,-0.363010582843984,-0.815049105760699,320,7,CREB1|RPS6KA5|RPS6KA2|RPS6KA3
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING,0.573232323232323,0.717845943669349,-0.268164024095679,-0.919533631626837,226,28,DLG2|MAPK1|CREB1|CAMK2G|RPS6KA6|CAMK2D|DLG1
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_ADENYLATE_CYCLASE,0.769230769230769,0.851682394433324,-0.279049463584471,-0.770523405635018,349,12,CREB1|PRKAR1A|PRKAR2B|ADCY1|PRKACB
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII_CAMKK_CAMKIV_CASCASDE,0.406367041198502,0.582807305474898,0.454342196288928,1.0340968687085,216,8,KPNA2|CALM1
REACTOME_CREB3_FACTORS_ACTIVATE_GENES,0.0759493670886076,0.187719943274332,-0.594519806606131,-1.4743508596253,35,9,CREBRF|CREB3L2|MBTPS1|CREB3L1|MBTPS2|CREB3L4|CREB3
REACTOME_CRISTAE_FORMATION,0.0016366612111293,0.0121181297256976,0.702231320445176,2.31613433473708,0,31,ATP5MF|ATP5MK|ATP5MC1|ATP5PB|ATP5PF|MICOS10|ATP5ME|ATP5MC3|ATP5F1D|ATP5MJ|ATP5F1B|ATP5PD|MTX2|MTX1|CHCHD3|MICOS13|HSPA9|ATP5F1C|ATP5MG|ATP5PO|IMMT|DNAJC11
REACTOME_CRMPS_IN_SEMA3A_SIGNALING,0.13594470046083,0.282152357402442,-0.447827408926419,-1.34433101258516,58,16,GSK3B|DPYSL3|PLXNA2|FYN|DPYSL2|PLXNA4|NRP1
REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES,0.554307116104869,0.702017587866337,0.407618969816845,0.927753362458397,295,8,CD36|NCF2|CYBA|CYBB
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES,0.0015748031496063,0.0121181297256976,0.829888552562545,2.93338282354982,0,42,PSME2|PSMB2|PSMB8|PSMA3|PSMB5|PSMA5|PSMD12|PSMB3|PSME1|PSMA6|PSMC4|PSMB10|PSMD2|PSMA2|PSMB6|PSMD11|PSMC3|PSMA7|PSMD6|PSMA4|PSMD1|FCGR1A|PSMB9|PSMD14|PSMB1|PSMD13|PSMD8|SEM1|PSMC5|ADRM1|FCGR1BP|PSMC6|PSMC1|PSMA1|PSMC2
REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS,0.636781609195402,0.763710560826969,-0.280743437098019,-0.874090767932204,276,18,LOXL4|COL1A2|LOX|COL4A5|LOXL1
REACTOME_CS_DS_DEGRADATION,0.0755148741418764,0.187187569711842,-0.502514309586095,-1.43869783285985,32,14,IDS|DCN|HEXA|CSPG5|CSPG4|VCAN|IDUA|BGN
REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION,0.00162074554294976,0.0121181297256976,0.689895767915903,2.2952921832633,0,32,CCNB1|CCNA2|CDK1|CCNB2|FOXM1|CDC25A|HJURP|CDC25B|PPP2CA|TICRR|BORA|PLK1|PKMYT1|CDC25C|CDK7|PPP2R1B|LCMT1|PPP2R2A|CDK2|PPP2R3B|PPP2R1A
REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,0.00150602409638554,0.0121181297256976,0.615832001756729,2.42744496231823,0,75,CCNA2|PSMB2|TFDP1|PSMA3|PSMB5|PSMA5|PSMD12|PSMB3|PSMA6|PSMC4|CCNE1|PSMD2|PSMA2|PSMB6|PSMD11|CDC25A|PSMC3|PSMA7|PSMD6|PSMA4|CDC25B|CCNE2|PSMD1|PSMD14|PSMB1|PSMD13|PSMD8|SEM1|PSMC5|ADRM1|PSMC6|PSMC1|PSMA1|SKP2|PSMC2|MYC|CDK7|CKS1B|E2F4|CDKN1A|PTK6|E2F1|RPS27A|PSMD7|CDK2|PSMB7|CDK4|CUL1|RB1|PSMD3
REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1,0.0031496062992126,0.0177550361409871,0.492324032934256,1.77000314331963,1,47,TFDP1|CCNE1|LYN|PPP2CA|CCNE2|E2F3|E2F2|SKP2|CDK7|PPP2R1B|CKS1B|E2F4|CDKN2B|CDKN1A|PTK6|PPP2R2A|E2F1|CCND2|CDKN2A|RPS27A|CDK2|PPP2R3B|PPP2R1A|CDK4|CUL1|RB1|CDKN2D|RBL1
REACTOME_CYP2E1_REACTIONS,0.302583025830258,0.48538228649791,0.455390915848632,1.14491828110688,163,11,CYP2E1|CYP2S1|CYP2C9|CYP2A13|CYP2A7|CYP2D6|CYP2A6|CYP2F1
REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE,0.216216216216216,0.387930098773472,0.478990749957933,1.25701394694481,119,13,CYCS|AVEN|CASP7|CASP3|DIABLO|XIAP
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE,0.626702997275204,0.757888989492956,-0.21955463080358,-0.922935931089513,229,62,CYP2J2|NCOA1|CYP39A1|ARNT|RXRA|CYP27A1|FDX1|PTGIS|CYP26B1|NCOA2|CYP3A4|CYP4B1|CYP3A5|CYP2U1|CYP1B1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,0.00111731843575419,0.0121181297256976,0.476129449147091,2.41317808079207,0,768,IL36G|S100A12|PSME2|IFI27|KPNA2|SOD2|EIF4A3|OASL|BIRC5|NOD2|STAT1|MYD88|IL36RN|LCN2|TRIM14|N4BP1|IRF7|UBE2N|CDK1|IFI30|EIF4A1|PSMB2|IRF9|TUBB6|BOLA2|CCL20|PSMB8|EIF4E2|PTAFR|IL4R|GSTO1|PSMA3|PSMB5|PSMA5|PSMD12|NPM1|PSMB3|UBE2L6|PSMA6|PSMC4|ISG20|OAS1|MMP9|MCL1|OAS2|MAPKAPK3|NUP50|OAS3|NLRX1|IRAK2|PITPNA|EIF2S1|EIF2S2|EIF4E|JUNB|ILF2|SNRPA1|PTPN2|IFNGR1|CSF2RA|IRF8|PSMD2|UBE2D3|RIGI|TOLLIP|STAT3|PSMA2|CASP1|IL13RA1|P4HB|PSMB6|CXCL2|GBP2|OSMR|PPIA|PSMD11|LCK|CXCL8|LTB|GBP1|IFI6|MX1|NUP37|PSMC3|CCL22|PSMA7|CSK|RBX1|IFIH1|ISG15|MAPK14|IRAK1|CXCL10|PSMD6|PSMA4|IL12RB2|BLNK|TRIM62|TRIM22|LYN|IL12RB1|CENPX|ELOC|ELOB|GBP6|HMOX1|NDC1|IL36A|NUP210|SOCS3|SHC1|IL7R|PPP2CA|IL20|GBP5|PSMD1|HLA-E|CEBPD|LMNB1|HNRNPA2B1|CXCL1|IRF1|XAF1|CSF2RB|IFIT3|FCGR1A|FBXW11|LTBR|SYK|PML|BIRC3|SEH1L|IFI44|IFNG|RALA|ADAM17|RELB|FPR1|PSMD14|RSAD2|PSMB1|TUBB2A|IL19|NFKB1|STX3|NUP88|IFI35|IL1RN|HSPA5|TNIP2|IL1B|PSMD13|PSMD8|BTRC|TARBP2|MAP2K3|CCL4|SEM1|UBE2M|PSMC5|RAE1|JAK3|IL21R|HCK|IFITM1|PLCG2|YWHAZ|IL26|UBE2D1|DUSP3|ADRM1|IKBKG|IFIT1|HLA-G|CD80|MIF|CENPS|FCGR1BP|TRAF3|ITGB2|TUBB3|IL23A|PSMC6|TALDO1|RPS6KA1|UBE2D2|HRAS|RNF7|PSMC1|NOS2|IL2RG|PSMA1|ILF3|IL18RAP|LGALS9|PIM1|PIK3R2|TRIM10|CD36|BATF|DUSP7|IL17A|PSMC2|IFITM3|TUBA1C|CCL2|MAP2K4|MYC|YBX1|NKIRAS2|CD27|TRIM25|FSCN1|HIF1A|GRB2|IFIT5|IL17C|MTAP|HSPA9|H3C10|PPP2R1B|SOCS1|IL2RA|STAT2|TNFRSF12A|MAP2K6|HSPA8|CAPZA1|HNRNPF|MX2|CNN2|PIK3CD|TBK1|IL32|TNFRSF1A|EBI3|OSM|GSDMD|PDE12|SEC13|ABCE1|TRIM21|EIF4G1|SP100|DUS2|IRAK3|CCL19|NLRC5|HAVCR2|USP18|IL6|CCR5|DHX9|IL12B|CFL1|TNF|NUP98|CDKN1A|TNFRSF9|VAMP7|TNFSF9|IFI44L|HLA-DPA1|HLA-B|CASP8|THOC5|MMP1|CCL3|YES1|CD86|MID1|EIF4G2|RPS27A|ADAR|GRAP2|FASLG|TNFRSF13B|IL24|NFKBIB|PSMD7|HLA-C|TNFRSF1B|NUP188|ARF1|PSMB7|TCP1|CANX|HSP90B1|FANCG|TRIM29|IL1RL2|NUP85|SLA2|UBE2E1|CD40|PPP2R1A|TRAF2|POM121|IL10RA|CASP3|TNFSF14|GBP4|PTPN11|IL36B|TAB3|PTPN7|TNFRSF6B|HLA-F|NUP155|CCR1|HERC5|UBE2V1|CD44|SAMHD1|LCP1|TUBA4A|HLA-DRA|ICAM1|MAPKAPK2|MAP3K8|IL1R1|FAAP20|CCL5|CUL1|HLA-DQA1|PSMD3|ELK1|TRIM17|TNFRSF13C|TRIM5|TNFRSF4|IKBKB
REACTOME_CYTOPROTECTION_BY_HMOX1,0.098256735340729,0.226347034981056,0.342916604741116,1.27178215376339,61,56,CYCS|HMOX2|ABCC1|STAT3|COX6B1|HM13|COX7B|HMOX1|HELZ2|COX8A|COX6A1|COX5A|STAP2|COX5B|PTK6|NDUFA4
REACTOME_CYTOSOLIC_IRON_SULFUR_CLUSTER_ASSEMBLY,0.0018018018018018,0.012256683905129,0.679113390119668,1.78219517394096,0,13,CIAPIN1|CIAO1|NUBP1|CIAO2B|NDOR1|BRIP1|NUBP2|RTEL1|CIAO3|POLD1
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA,0.00158478605388273,0.0121181297256976,0.540219201660554,2.04314425740667,0,64,IFI16|MYD88|IRF7|POLR3G|POLR2H|DDX41|POLR3H|POLR2F|AIM2|NFKB1|POLR2L|POLR2E|IKBKG|POLR3B|POLR3K|XRCC6|NKIRAS2|POLR1C|CGAS|TBK1|TRIM21|RIPK3|DHX9|XRCC5|PRKDC|RPS27A|NFKBIB|POLR1D|POLR3D|IKBKB|NLRC3|NFKB2|ZBP1|CHUK|UBA52
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES,0.463028169014085,0.630664129594641,0.334515462177912,1.00306571545451,262,22,BPNT2|SULT2B1|SULT1C4|TPST2|SULT1E1|BPNT1|PAPSS2
